gene	process	chr	function	ENSG
TMEM126B	Electron transport chain	NA	Tmem126b: Component of the mitochondrial complex I assembly complex	NA
UQCC	Electron transport chain	NA	Uqcc: Complex III assembly factor, ubiquinol-cytochrome c reductase complex assembly factor 1	NA
2900010M23RIK	Electron transport chain	NA	2900010M23Rik: Complex III assembly factor, ubiquinol-cytochrome c reductase complex assembly factor 2	NA
TTC19	Electron transport chain	NA	Ttc19: Complex III assembly factor	NA
HCCS	Electron transport chain	NA	Hccs: Complex III assembly factor, covalently links a heme group to the apoprotein of cytochrome c	NA
PTCD2	Electron transport chain	NA	Ptcd2: Complex III assembly factor, maturation and stabilization of cytochrome b mRNA	NA
TMEM70	Electron transport chain	NA	Tmem70: Complex V assembly factor, may play a role in biogenesis of mitochondrial ATP synthase	NA
UCP1	Electron transport chain	NA	Ucp1: Involved in the proton transport across mitochondrial membranes and regultaion of ATP synthesis	NA
UCP2	Electron transport chain	NA	Ucp2: Involved in the proton transport across mitochondrial membranes and regultaion of ATP synthesis	NA
UCP3	Electron transport chain	NA	Ucp3: Involved in the proton transport across mitochondrial membranes and regultaion of ATP synthesis	NA
SSBP1	Replication & Transcription	NA	Ssbp1: Promotes helical destabilization for the DNA helicases and Polymerase gama (POLG) to support mtDNA replication	NA
PEO1	Replication & Transcription	NA	Peo1: Mitochondrial DNA (mtDNA) helicase (TWINKLE) plays a important role in the maintenance of mtDNA	NA
RNASEH1	Replication & Transcription	NA	Rnaseh1: May have role in the removal of RNA primers at the origin of replication on heavy and light strands	NA
TOP1MT	Replication & Transcription	NA	Top1mt: Suggested to have a role in the removal of positive supercoils created by helicase activity	NA
TOP3A	Replication & Transcription	NA	Top3a: May also be present in mitochondrial with the role in the removal of positive supercoils during replication	NA
LIG3	Replication & Transcription	NA	Lig3: involved in the mitochondrial DNA replication and repair	NA
TERT	Replication & Transcription	NA	Tert: Role in the protection of mitochondrial integrity with a suggested role in mt-DNA replication and/or repair	NA
TFAM	Replication & Transcription	NA	Tfam: A key activator of mitochondrial transcription and also functions in replication and repair	NA
TFB1M	Replication & Transcription	NA	Tfb1m: Regulates the stability of small subunit of mitochondrial ribosome by its methylation activity. It also plays a very important role in transcription	NA
TFB2M	Replication & Transcription	NA	Tfb2m: Essential transcription faactor involved in the transcription of mitochondrial genes	NA
NRF1	Replication & Transcription	NA	Nrf1: Regulates the expression of TFB1M and TFB2M which are two mitochondrial transcription factors	NA
NFE2L2	Replication & Transcription	NA	Nfe2l2: Regulates the expression of TFB1M and TFB2M which are two mitochondrial transcription factors	NA
PPARGC1A	Replication & Transcription	NA	Ppargc1a: Regulates the expression of TFB1M and TFB2M which are two mitochondrial transcription factors	NA
POLRMT	Replication & Transcription	NA	Polrmt: provides primers for the initiation of replication of the mitochondria genome	NA
RMRP	Replication & Transcription	NA	Rmrp: RNA component of mitochondrial RNA processing endoribonuclease: cleaves mitochondrial RNA at the priming site of mitochondrial DNA replication	NA
UNG	Replication & Transcription	NA	Ung: prevent mutagenesis by eliminating uracil from DNA molecules	NA
OGG1	Replication & Transcription	NA	Ogg1: responsible for the excision of 8-oxoguanine	NA
NTHL1	Replication & Transcription	NA	Nthl1: Involved in the repair of mispairs in DNA	NA
MUTYH	Replication & Transcription	NA	Mutyh: Involved in the mitochondrial DNA base excision repair	NA
APEX1	Replication & Transcription	NA	Apex1: Involved in the mitochondrial DNA base excision repair	NA
APEX2	Replication & Transcription	NA	Apex2: Involved in the mitochondrial DNA base excision repair	NA
ENDOG	Replication & Transcription	NA	Endog: Nuclease which processes the RNA primers for heavy strand replication also has a role in apopptosis where after release from the mitochondria induces nucleosomal DNA fragmentation	NA
POLG	Replication & Transcription	NA	Polg: Mitochondrial DNA polymerasein addition it also shows 3' to 5' exonuclease activity and ensure faithful replication	NA
POLG2	Replication & Transcription	NA	Polg2: Acts as catalytic subunit of mitochondrial DNA polymerase	NA
MTERF	Replication & Transcription	NA	Mterf: Mitochondrial transcription termination factor	NA
MTERFD2	Replication & Transcription	NA	Mterfd2: Mitochondrial transcription termination factor	NA
MTERFD3	Replication & Transcription	NA	Mterfd3: Mitochondrial transcription termination factor	NA
MTERFD4	Replication & Transcription	NA	Mterfd4: Mitochondrial transcription termination factor	NA
RG9MTD1	Replication & Transcription	NA	Rg9mtd1: Cleaves the 5' terminus of mitochondrial tRNAs	NA
1110008L16RIK	Replication & Transcription	NA	1110008L16Rik: Human mitochondrial tRNA processing enzyme	NA
HSD17B10	Replication & Transcription	NA	Hsd17b10: Human mitochondrial tRNA processing enzyme	NA
ELAC2	Replication & Transcription	NA	Elac2: Endolytic processing the 3' end of tRNA	NA
TRNT1	Replication & Transcription	NA	Trnt1: Mitochondrial CCA adding enzyme, adds CCA sequence to the 3' end of tRNA	NA
DGUOK	Replication & Transcription	NA	Dguok: Involved in the phosphorylation of recycled deoxyribonucleosides in mitochondria specific for guanosine, adenosine and inosine	NA
TK2	Replication & Transcription	NA	Tk2: Involved in the phosphorylation of recycled deoxyribonucleosides in mitochondria specific for thymidine, cytidine and uridine	NA
NT5M	Replication & Transcription	NA	Nt5m: Pyrimidine 5', 3' deoxyribonucleotidase that dephosphorylates dTMP	NA
AK3	Replication & Transcription	NA	Ak3: Phosphorylates the deoxyribonucleoside mono phosphates specifically on dAMP	NA
AK3L1	Replication & Transcription	NA	Ak3l1: Phosphorylates the deoxyribonucleoside mono phosphates specifically on dAMP	NA
CMPK2	Replication & Transcription	NA	Cmpk2: Phosphorylates the deoxyribonucleoside mono phosphates specifically on dCMP	NA
NME4	Replication & Transcription	NA	Nme4: Shows mitochondrial nucleoside diphosphate kinase activity	NA
SLC25A19	Replication & Transcription	NA	Slc25a19: Transports thiamine pyrophosphates into mitochondria	NA
SLC25A33	Replication & Transcription	NA	Slc25a33: Mitochondrial pyrimidine nucleotide carrier	NA
SLC29A1	Replication & Transcription	NA	Slc29a1: Equilibrative nucleoside transporter 1 imports recycled deoxyribonucleosides from cytoplasm into mitochondria	NA
NME3	Replication & Transcription	NA	Nme3: Shows mitochondrial nucleoside diphosphate kinase activity	NA
NME6	Replication & Transcription	NA	Nme6: Shows mitochondrial nucleoside diphosphate kinase activity	NA
TRMT11	Replication & Transcription	NA	Trmt11: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	NA
TRMT112	Replication & Transcription	NA	Trmt112: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	NA
DUS2L	Replication & Transcription	NA	Dus2l: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	NA
TRMT1	Replication & Transcription	NA	Trmt1: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	NA
PUS1	Replication & Transcription	NA	Pus1: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	NA
RPUSD2	Replication & Transcription	NA	Rpusd2: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	NA
RPUSD4	Replication & Transcription	NA	Rpusd4: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	NA
GTPBP3	Replication & Transcription	NA	Gtpbp3: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	NA
MTO1	Replication & Transcription	NA	Mto1: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	NA
TRMU	Replication & Transcription	NA	Trmu: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	NA
QTRT1	Replication & Transcription	NA	Qtrt1: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	NA
QTRTD1	Replication & Transcription	NA	Qtrtd1: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	NA
TRMT5	Replication & Transcription	NA	Trmt5: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	NA
YRDC	Replication & Transcription	NA	Yrdc: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	NA
OSGEPL1	Replication & Transcription	NA	Osgepl1: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	NA
TRIT1	Replication & Transcription	NA	Trit1: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	NA
CDK5RAP1	Replication & Transcription	NA	Cdk5rap1: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	NA
CDKAL1	Replication & Transcription	NA	Cdkal1: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	NA
PUS3	Replication & Transcription	NA	Pus3: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	NA
NSUN2	Replication & Transcription	NA	Nsun2: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	NA
TRMT2B	Replication & Transcription	NA	Trmt2b: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	NA
TRUB2	Replication & Transcription	NA	Trub2: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	NA
TRMT6	Replication & Transcription	NA	Trmt6: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	NA
CREB1	Replication & Transcription	NA	Creb1: Promotes the transcription of mitochondrial genes	NA
SLC25A3	Replication & Transcription	NA	Slc25a3: Involved in the transport of phosphate into the mitochondrial matrix	NA
MTPAP	Replication & Transcription	NA	Mtpap: Involved in the polyadenylation of mitochondrial tRNAs, rRNAs and mRNAs	NA
RRM2B	Replication & Transcription	NA	Rrm2b: Required for the de novo deoxyribonucloetide synthesis in nonproliferating cells supplying dNTPs to mtDNA synthesis	NA
FXN	Iron-sulfur cluster biosynthesis	NA	Fxn: Functions in regulating mitochondrial iron transport and respiration	NA
ISCU	Iron-sulfur cluster biosynthesis	NA	Iscu: Iron sulphur cluster assembly enzyme, Fe-S cluster intermediate is formed on it	NA
NFS1	Iron-sulfur cluster biosynthesis	NA	Nfs1: The sulfide for Fe-S clusters originates from cysteine via the action of NFS1	NA
LYRM4	Iron-sulfur cluster biosynthesis	NA	Lyrm4: Assembles with NFS1	NA
SLC25A37	Iron-sulfur cluster biosynthesis	NA	Slc25a37: Functions as an essential iron importer	NA
SLC25A28	Iron-sulfur cluster biosynthesis	NA	Slc25a28: Mitochondrial iron transporter	NA
FDXR	Iron-sulfur cluster biosynthesis	NA	Fdxr: Provide reducing equivalents in an electron transfer chain contribute to iron-sulfur cluster biogenesis	NA
FDX1	Iron-sulfur cluster biosynthesis	NA	Fdx1: Small iron-sulfur protein, transfers electrons from NADPH to mitochondrial cytochrome P450	NA
FDX1L	Iron-sulfur cluster biosynthesis	NA	Fdx1l: Transfers electrons from NADPH to mitochondrial cytochrome P450	NA
HSCB	Iron-sulfur cluster biosynthesis	NA	Hscb: Mitochondrial iron-sulfur cluster co-chaperone	NA
GLRX5	Iron-sulfur cluster biosynthesis	NA	Glrx5: Fe-S cluster transfer protein directly to the apoprotein	NA
NFU1	Iron-sulfur cluster biosynthesis	NA	Nfu1: Protein assembles and transfers 4Fe-4S clusters to target apoproteins	NA
BOLA3	Iron-sulfur cluster biosynthesis	NA	Bola3: Rrole in the biogenesis of iron-sulfur clusters	NA
FTMT	Iron-sulfur cluster biosynthesis	NA	Ftmt: Shows ferroxidase activity and binds iron	NA
ABCB7	Iron-sulfur cluster biosynthesis	NA	Abcb7: Exports an sulphur product (X) from the mitochondrial iron sulphor cluster system to cytosol	NA
NUBP2	Iron-sulfur cluster biosynthesis	NA	Nubp2: Required for the assembly of cyotosolic iron-sulfur proteins	NA
NUBP1	Iron-sulfur cluster biosynthesis	NA	Nubp1: Essential for both cytosolic iron-sulfur protein assembly and iron homeostasis	NA
CIAPIN1	Iron-sulfur cluster biosynthesis	NA	Ciapin1: Facilitates NUBP1 and NUBP2 assembly	NA
ISCA1	Iron-sulfur cluster biosynthesis	NA	Isca1: Involved in the biogenesis and assembly of iron-sulfur clusters	NA
ISCA2	Iron-sulfur cluster biosynthesis	NA	Isca2: Involved in the maturation of mitochondrial iron-sulfur proteins	NA
A230051G13RIK	Iron-sulfur cluster biosynthesis	NA	A230051G13Rik: Involved in the maturation of mitochondrial iron-sulfur proteins	NA
CIAO1	Iron-sulfur cluster biosynthesis	NA	Ciao1: Cytosolic Fe-S cluster biogenesis and maturation	NA
FAM96A	Iron-sulfur cluster biosynthesis	NA	Fam96a: Components of the cytosolic Fe/S protein assembly (CIA) machinery	NA
FAM96B	Iron-sulfur cluster biosynthesis	NA	Fam96b: Components of the cytosolic Fe/S protein assembly (CIA) machinery	NA
MMS19	Iron-sulfur cluster biosynthesis	NA	Mms19: Cytosolic Fe/S protein assembly targeting factor	NA
NARF	Iron-sulfur cluster biosynthesis	NA	Narf: Cytosolic Fe-S protein maturation	NA
SLC27A1	Beta-oxidation of Fatty acids	NA	Slc27a1: Readily converts the transported very long chain fatty acids to acyl-CoAs	NA
SLC27A2	Beta-oxidation of Fatty acids	NA	Slc27a2: Readily converts the transported very long chain fatty acids to acyl-CoAs	NA
SLC27A3	Beta-oxidation of Fatty acids	NA	Slc27a3: Readily converts the transported very long chain fatty acids to acyl-CoAs	NA
SLC27A4	Beta-oxidation of Fatty acids	NA	Slc27a4: Readily converts the transported very long chain fatty acids to acyl-CoAs	NA
SLC27A5	Beta-oxidation of Fatty acids	NA	Slc27a5: Readily converts the transported very long chain fatty acids to acyl-CoAs	NA
SLC27A6	Beta-oxidation of Fatty acids	NA	Slc27a6: Readily converts the transported very long chain fatty acids to acyl-CoAs	NA
ACSL1	Beta-oxidation of Fatty acids	NA	Acsl1: Acyl-CoA synthetase activity for long chain free fatty acids are also involved in the activation of fatty acids	NA
ACSL3	Beta-oxidation of Fatty acids	NA	Acsl3: Acyl-CoA synthetase activity for long chain free fatty acids are also involved in the activation of fatty acids	NA
ACSL4	Beta-oxidation of Fatty acids	NA	Acsl4: Acyl-CoA synthetase activity for long chain free fatty acids are also involved in the activation of fatty acids	NA
ACSL5	Beta-oxidation of Fatty acids	NA	Acsl5: Acyl-CoA synthetase activity for long chain free fatty acids are also involved in the activation of fatty acids	NA
ACSL6	Beta-oxidation of Fatty acids	NA	Acsl6: Acyl-CoA synthetase activity for long chain free fatty acids are also involved in the activation of fatty acids	NA
ACSS1	Beta-oxidation of Fatty acids	NA	Acss1: Acyl-CoA synthetase activity for short chain fatty acids	NA
ACSS2	Beta-oxidation of Fatty acids	NA	Acss2: Acyl-CoA synthetase activity for short chain fatty acids	NA
ACSS3	Beta-oxidation of Fatty acids	NA	Acss3: Acyl-CoA synthetase activity for short chain fatty acids	NA
ACSM1	Beta-oxidation of Fatty acids	NA	Acsm1: Acyl-CoA synthetase activity for medium chain fatty acids	NA
ACSM2	Beta-oxidation of Fatty acids	NA	Acsm2: Acyl-CoA synthetase activity for medium chain fatty acids	NA
ACSM3	Beta-oxidation of Fatty acids	NA	Acsm3: Acyl-CoA synthetase activity for medium chain fatty acids	NA
ACSM4	Beta-oxidation of Fatty acids	NA	Acsm4: Acyl-CoA synthetase activity for medium chain fatty acids	NA
ACSM5	Beta-oxidation of Fatty acids	NA	Acsm5: Acyl-CoA synthetase activity for medium chain fatty acids	NA
ACSBG1	Beta-oxidation of Fatty acids	NA	Acsbg1: Acyl-CoA synthetase activity for bubblegum family members	NA
ACSBG2	Beta-oxidation of Fatty acids	NA	Acsbg2: Acyl-CoA synthetase activity for bubblegum family members	NA
FABP1	Beta-oxidation of Fatty acids	NA	Fabp1: Fatty acid binding proteins are also involved in the import and export of fatty acids	NA
FABP2	Beta-oxidation of Fatty acids	NA	Fabp2: Fatty acid binding proteins are also involved in the import and export of fatty acids	NA
FABP3	Beta-oxidation of Fatty acids	NA	Fabp3: Fatty acid binding proteins are also involved in the import and export of fatty acids	NA
FABP4	Beta-oxidation of Fatty acids	NA	Fabp4: Fatty acid binding proteins are also involved in the import and export of fatty acids	NA
FABP5	Beta-oxidation of Fatty acids	NA	Fabp5: Fatty acid binding proteins are also involved in the import and export of fatty acids	NA
FABP6	Beta-oxidation of Fatty acids	NA	Fabp6: Fatty acid binding proteins are also involved in the import and export of fatty acids	NA
FABP7	Beta-oxidation of Fatty acids	NA	Fabp7: Fatty acid binding proteins are also involved in the import and export of fatty acids	NA
FABP9	Beta-oxidation of Fatty acids	NA	Fabp9: Fatty acid binding proteins are also involved in the import and export of fatty acids	NA
FABP12	Beta-oxidation of Fatty acids	NA	Fabp12: Fatty acid binding proteins are also involved in the import and export of fatty acids	NA
CD36	Beta-oxidation of Fatty acids	NA	Cd36: Fatty acid translocase	NA
GOT2	Beta-oxidation of Fatty acids	NA	Got2: Plasma membrane fatty acid binding protein	NA
CPT1A	Beta-oxidation of Fatty acids	NA	Cpt1a: Carnitiine palmitoyl transferase converts an acyl-CoA into an acylcarnitine	NA
CPT1B	Beta-oxidation of Fatty acids	NA	Cpt1b: Carnitiine palmitoyl transferase converts an acyl-CoA into an acylcarnitine	NA
CPT1C	Beta-oxidation of Fatty acids	NA	Cpt1c: Carnitiine palmitoyl transferase converts an acyl-CoA into an acylcarnitine	NA
SLC25A20	Beta-oxidation of Fatty acids	NA	Slc25a20: Carnitine acylcarnitine translocase mediates acylcarnitine entry into mitochondria	NA
CPT2	Beta-oxidation of Fatty acids	NA	Cpt2: Acylcarnitines are reconverted to their CoA esters by carnitine palmitoyltransferase 2	NA
CRAT	Beta-oxidation of Fatty acids	NA	Crat: Free carnitine in the mitochondria can be converted into acyl carnitine by the action of carnitine acetyl transferase	NA
ACAD8	Beta-oxidation of Fatty acids	NA	Acad8: Involved in the catabolism of fatty acids and branched chain aminoacid valine	NA
ACAD10	Beta-oxidation of Fatty acids	NA	Acad10: Involved in the catabolism of fatty acids with significant activity towards branched chains	NA
ACAD11	Beta-oxidation of Fatty acids	NA	Acad11: May be involved in the catabolism of long chain fatty acids	NA
ACADL	Beta-oxidation of Fatty acids	NA	Acadl: Long chain hydroxyacyl-CoA dehydrogenase	NA
ACADVL	Beta-oxidation of Fatty acids	NA	Acadvl: Very long chain acyl-CoAs are first catalyzed by long chain acyl-CoA dehydrogenase	NA
HADHA	Beta-oxidation of Fatty acids	NA	Hadha: Mitochondrial trifunctional protein catalyzes the Very long and long chain fatty acids	NA
HADHB	Beta-oxidation of Fatty acids	NA	Hadhb: Mitochondrial trifunctional protein catalyzes the Very long and long chain fatty acids	NA
ACADM	Beta-oxidation of Fatty acids	NA	Acadm: Fatty acids are metabolized for 3 to 4 cycles by the medium chain acyl-CoA dehydrogenase	NA
ECHS1	Beta-oxidation of Fatty acids	NA	Echs1: Enoyl-CoA hydratases, short chain, 1, mitochondrial	NA
HADH	Beta-oxidation of Fatty acids	NA	Hadh: Medium and short chain hydroxyacyl-CoA dehydrogenase	NA
ACAA2	Beta-oxidation of Fatty acids	NA	Acaa2: Medium chain 3-ketoacyl-CoA thiolase	NA
ACADS	Beta-oxidation of Fatty acids	NA	Acads: Short chain acyl-CoA dehydrogenase encoded by ACADS catalyzes the final 1 to 2 cycles	NA
ACADSB	Beta-oxidation of Fatty acids	NA	Acadsb: Involved in the metabolism of short branched chain fatty acids	NA
DECR1	Beta-oxidation of Fatty acids	NA	Decr1: 2,4 dienoyl CoA reductase 1 catalyzes the metabolism of Polyunsaturated fatty acids	NA
